Word	uniqueID	WordContext	N_Ratings	Level1	N_noSize	N_notKnow	N_noRange	RangeStart_mean	RangeEnd_mean	RangeLength_mean	Size_mean	RangeStart_SD	RangeEnd_SD	RangeLength_SD	Size_SD
pendulum	pendulum	pendulum	45	3.125	3	2	0	200.475	227.575	27.1	214.025	46.44433531	52.56784993	23.84329181	48.14667094
penguin	penguin	penguin	42	4.19047619	0	0	0	254.452381	272.61904760000004	18.16666667	263.5357143	21.85785831	21.26253132	9.502032303	21.03231917
penholder	penholder	penholder	42	2.609756098	0	1	0	184.8292683	205.804878	20.97560976	195.3170732	31.60767505	26.27852689	14.88033569	28.09709863
penlight	penlight	penlight	44	2.435897436	0	5	2	170.33333330000002	184.4102564	14.07692308	177.3717949	31.75426481	31.69735	10.3882135	31.29774625
pennant	pennant	pennant	44	3.5	2	6	0	219.8333333	237.8055556	17.97222222	228.8194444	41.59017741	38.0967336	11.65574319	39.45361703
pepper	pepper1	pepper (seasoning)	47	0.666666667	2	0	1	108.1333333	119.46666670000002	11.33333333	113.8	23.54357662	24.42297726	8.777554018	23.58239906
pepper	pepper2	pepper (vegetable)	48	2.416666667	0	0	1	173.5625	196.5416667	22.97916667	185.0520833	35.73776014	35.13618389	20.20479149	33.96779444
pepper mill	pepper_mill	pepper mill	47	3.358974359	1	7	1	213.025641	231.8461538	18.82051282	222.4358974	47.38614453	49.83157869	15.94707001	47.96602135
peppermint	peppermint	peppermint (candy)	46	1.543478261	0	0	2	138.173913	155.7391304	17.56521739	146.9565217	13.2082539	16.37401028	10.21034807	13.97212546
pepperoni	pepperoni	pepperoni	45	2.159090909	1	0	1	159.9772727	180.9772727	21.0	170.4772727	27.44168331	26.88259456	14.06298126	26.23772239
perfume	perfume	perfume	49	2.744186047	6	0	0	181.5581395	204.9302326	23.37209302	193.244186	23.44121556	23.56591096	14.60108159	22.34107153
periscope	periscope	periscope	43	4.513513514	1	5	0	260.2162162	285.1621622	24.94594595	272.6891892	35.57397233	39.18085808	18.90024389	36.20799316
pesto	pesto	pesto	43	1.8	22	1	0	147.4	169.75	22.35	158.575	35.68635299	39.17151892	16.70258411	36.52694571
pet food	pet_food	pet food	44	1.611111111	8	0	1	146.58333330000002	172.41666669999998	25.83333333	159.5	39.31221184	43.30844523	20.79216886	40.0307025
petal	petal	petal	46	1.934782609	0	0	0	148.71739130000003	176.19565219999998	27.47826087	162.4565217	26.63636866	27.49676309	18.79803669	25.38587229
petri dish	petri_dish	petri dish	46	2.88372093	0	3	0	189.9534884	213.4186047	23.46511628	201.6860465	17.07400348	17.636856100000003	14.82653483	15.69501864
pheasant	pheasant	pheasant	45	4.0	0	3	1	238.7857143	255.4047619	16.61904762	247.0952381	21.36846972	20.40690883	10.27417407	20.25184066
phone	phone	phone	46	3.239130435	0	0	0	205.6304348	224.2391304	18.60869565	214.9347826	16.83034125	15.46492057	11.58251222	15.08885118
phone booth	phone_booth	phone booth	42	5.761904762	0	0	0	313.61904760000004	329.0	15.38095238	321.3095238	25.41360533	25.11048756	9.50725623	24.8112269
photo booth	photo_booth	photo booth	44	5.772727272999999	0	0	1	312.6136364	332.4545455	19.84090909	322.5340909	24.06987494	22.24750265	12.32306059	22.3425753
photograph	photograph	photograph	45	3.23255814	2	0	0	199.0	238.7674419	39.76744186	218.8837209	33.97127638	32.31086888	33.50752382	28.60649219
piano	piano	piano	44	5.704545455	0	0	1	310.7954545	334.1590909	23.36363636	322.4772727	21.97205365	15.44975831	18.9467932	16.4617084
pickax	pickax	pickax	41	4.3684210530000005	0	3	1	258.1052632	275.4473684	17.34210526	266.7763158	14.48165563	14.68534362	8.875341837999999	13.8922968
pickle	pickle	pickle	37	2.72972973	0	0	0	186.5945946	205.2162162	18.62162162	195.9054054	18.34463206	20.43707842	12.80267192	18.33365069
pie	pie	pie	46	3.4347826089999995	0	0	2	221.6521739	239.826087	18.17391304	230.7391304	25.60400784	19.85872811	12.86563787	21.99058868
piecrust	piecrust	piecrust	45	3.3863636360000005	1	0	0	210.4772727	227.1136364	16.63636364	218.7954545	34.23210015	31.68538355	14.21281915	32.20867971
pig	pig	pig	47	4.765957447	0	0	1	269.6170213	296.3404255	26.72340426	282.9787234	25.1711992	15.97590114	20.19223067	18.50615569
pigeon	pigeon	pigeon	43	3.395348837	0	0	1	217.372093	235.81395350000005	18.44186047	226.5930233	17.00983365	12.07763737	11.44823198	13.59545434
piggy bank	piggy_bank	piggy bank	46	3.673913043	0	0	0	220.8913043	242.3478261	21.45652174	231.6195652	23.19217134	19.1174352	13.30280926	20.18502877
piglet	piglet	piglet	45	3.772727273	0	1	0	230.9090909	255.9318182	25.02272727	243.4204545	26.64392088	22.83754327	18.90919382	22.94202582
pill	pill	pill	41	1.12195122	0	0	1	122.29268290000002	139.4390244	17.14634146	130.8658537	23.2618184	26.09123299	9.215641528	24.28374569
pillbox	pillbox	pillbox	42	2.6190476190000003	0	0	0	181.952381	203.7857143	21.83333333	192.8690476	26.71251865	23.80770086	14.39159081	24.257023
pillow	pillow	pillow	42	4.1428571430000005	0	0	1	246.952381	266.6190476	19.66666667	256.7857143	13.62199151	12.21944149	12.42669563	11.3503749
pin	pin	pin (fixing pin)	44	1.4	0	9	0	134.2571429	152.4	18.14285714	143.32857140000002	19.30459082	21.295125100000003	12.33155411	19.36641379
pinball	pinball	pinball	44	2.372093023	0	2	4	174.39534880000002	191.1162791	16.72093023	182.755814	61.75648782	62.91612304	15.51086498	61.85470418
pincushion	pincushion	pin cushion (textile)	43	2.317073171	0	2	1	173.4390244	197.1707317	23.73170732	185.304878	32.94013417	31.92091982	13.27784695	31.74781056
pine needle	pine_needle	pine needle	43	1.5116279069999998	0	0	0	140.3488372	160.02325580000002	19.674418600000003	150.1860465	30.99530204	30.69550019	12.78153603	30.17646972
pine tree	pine_tree	pine tree	43	6.697674419	0	0	0	341.3255814	385.5581395	44.23255814	363.4418605	42.8734133	26.55300389	34.191225	31.29434174
pineapple	pineapple	pineapple	45	3.777777778	0	0	0	221.4	241.1777778	19.77777778	231.2888889	21.7395743	8.342903596000001	19.38355546	13.31074792
pinecone	pinecone	pinecone	42	2.80952381	0	0	0	181.1666667	206.3809524	25.21428571	193.7738095	22.57984928	14.08329296	20.88824587	15.65294423
ping-pong table	ping-pong_table	ping-pong table	43	5.697674419	0	0	1	312.5813953	326.744186	14.1627907	319.6627907	27.07945325	27.53188024	9.788064239	26.86445716
pinwheel	pinwheel	pinwheel	44	3.441860465	0	1	0	215.4651163	237.744186	22.27906977	226.6046512	25.73616025	25.15295403	14.34826285	24.41397876
pipe	pipe2	pipe (tube)	42	3.666666667	8	1	0	223.2121212	253.8181818	30.60606061	238.5151515	47.22867083	51.47781958	29.9603273	47.07283002
pipe	pipe1	pipe (smoking)	44	2.795454545	0	1	0	189.1363636	207.4772727	18.34090909	198.3068182	19.9750902	21.09060039	15.89784713	18.9399958
pistachio	pistachio	pistachio	45	1.4222222219999998	0	0	4	132.9111111	145.5777778	12.66666667	139.24444440000002	12.26566201	11.76568371	10.05213681	10.91684594
pita	pita	pita	39	3.257142857	1	3	1	205.6571429	222.0285714	16.37142857	213.8428571	21.76065372	22.70072001	11.36580453	21.49718567
pitcher	pitcher	pitcher	42	3.571428571	0	0	0	222.4761905	242.1904762	19.71428571	232.3333333	40.10184479	26.59656873	24.24598102	31.79309379
pitchfork	pitchfork	pitchfork	44	4.613636364	0	0	0	265.2954545	284.9772727	19.68181818	275.13636360000004	37.61900778	36.86902566	13.02372205	36.67223835
pizza	pizza	pizza	45	3.795454545	1	0	1	236.6136364	254.5681818	17.95454545	245.5909091	19.36937875	18.64777277	10.46134534	18.27829846
place mat	place_mat	place mat	43	3.906976744	0	0	0	240.744186	261.8837209	21.13953488	251.31395350000005	20.50214045	20.14259796	16.27235663	18.62346934
plant	plant	plant	45	3.65	5	0	0	215.55	272.175	56.625	243.8625	58.59244285	58.6781257	43.38361235	54.4753517
plaster cast	plaster_cast	plaster cast	44	3.516129032	6	7	0	212.6129032	246.19354840000003	33.58064516	229.4032258	39.17795079	35.02420054	33.94286787	33.05712716
plastic film	plastic_film	plastic film	45	2.92	16	4	0	188.28	221.2	32.92	204.74	49.8969939	32.99242337	28.7777692	39.7751807
plate	plate	plate (dish)	48	3.708333333	0	0	0	217.4166667	241.0833333	23.66666667	229.25	19.70941381	19.44094531	16.34512528	17.7880548
platypus	platypus	platypus	44	4.1428571430000005	0	2	1	250.1428571	269.19047620000003	19.04761905	259.6666667	24.10097805	24.70927356	10.00963531	23.88837524
playing card	playing_card	playing card	48	2.644444444	3	0	4	181.2444444	200.0888889	18.84444444	190.6666667	25.0827318	19.15347372	16.27875855	20.77859476
playpen	playpen	playpen	44	5.166666667	0	2	0	293.92857139999995	315.7619048	21.83333333	304.8452381	35.59212907	35.62803057	12.48397347	35.05874653
pliers	pliers	pliers	48	3.270833333	0	0	0	204.2083333	225.8125	21.60416667	215.0104167	27.32542915	26.2740518	16.07130333	25.57206953
plug	plug	plug	43	2.175	2	1	2	161.125	180.85	19.725	170.9875	26.23286987	23.61827845	18.92764563	23.096089000000003
plum	plum	plum	49	2.632653061	0	0	1	178.4285714	194.4081633	15.97959184	186.41836730000003	17.47259759	16.42142702	11.52983412	15.9450054
plunger	plunger	plunger	46	3.97826087	0	0	4	240.5	256.8043478	16.30434783	248.6521739	17.11107504	15.93405795	13.31977572	15.13233094
pocket	pocket	pocket (pants)	43	3.0	2	0	0	192.3902439	211.4390244	19.04878049	201.9146341	26.24012009	25.97022216	13.61240467	25.20265423
pocket watch	pocket_watch	pocket watch	46	2.260869565	0	0	4	171.173913	190.3695652	19.19565217	180.7717391	14.65955032	12.44250546	17.75840279	10.29655094
pocketknife	pocketknife	pocketknife	43	2.651162791	0	0	0	187.6744186	205.255814	17.58139535	196.4651163	17.39556721	15.69818464	10.3215737	15.744385
pogo stick	pogo_stick	pogo stick	46	4.804347826	0	0	0	270.1086957	290.173913	20.06521739	280.1413043	25.78477437	25.19285997	12.97587877	24.65104529
poinsettia	poinsettia	poinsettia	47	3.756756757	1	10	1	225.5945946	243.6216216	18.02702703	234.6081081	29.115154	31.12907836	10.07881851	29.71464639
poker	poker	poker (fire rake)	46	4.11627907	1	2	0	247.6744186	267.5116279	19.8372093	257.5930233	24.70369254	25.44870854	12.06318728	24.34285263
polar bear	polar_bear	polar bear	47	5.978723404	0	0	0	317.23404260000007	342.68085110000004	25.44680851	329.9574468	24.05447872	19.51711221	19.19896794	19.68800942
polaroid	polaroid	polaroid	47	3.068181818	1	2	3	199.7954545	215.6363636	15.84090909	207.7159091	24.52675762	20.73766477	11.55762747	21.96387037
pole	pole	pole	43	5.485714286	8	0	1	299.3142857	341.14285710000007	41.82857143	320.2285714	42.14873624	39.38508441	32.06104996	37.5083016
police car	police_car	police car	47	6.765957447000001	0	0	1	353.212766	369.1914894	15.9787234	361.2021277	18.92311236	9.197443638	18.17725449	11.77860052
polisher	polisher	polisher (buffing machine)	45	4.58974359	0	6	1	261.7179487	284.4358974	22.71794872	273.0769231	34.75398403	29.98841432	14.53842227	31.63432897
polo shirt	polo_shirt	polo shirt	41	4.0975609760000005	0	0	0	243.8536585	265.0731707	21.2195122	254.4634146	23.95262092	21.77543369	15.37613767	21.56020357
polygraph	polygraph	polygraph	42	4.1875	10	0	1	244.8125	263.4375	18.625	254.125	27.119136800000003	24.22600243	19.938211	23.70211642
pom-pom	pom-pom	pom-pom	44	3.205128205	1	4	1	205.3589744	228.4615385	23.1025641	216.91025640000004	40.01018764	31.70575753	18.38018795	34.90812599
pomegranate	pomegranate	pomegranate	47	3.0	0	0	1	200.5744681	217.1489362	16.57446809	208.8617021	21.71029077	21.2142064	11.09787422	20.73400434
pony	pony	pony	46	5.673913043	0	0	0	308.9565217	327.97826089999995	19.02173913	318.46739130000003	18.2281303	18.59807533	11.08650657	17.55986654
poodle	poodle	poodle	44	4.454545455	0	0	0	254.0	278.3636364	24.36363636	266.1818182	25.2770693	14.54438421	19.99312778	18.03616874
pool table	pool_table	pool table	49	5.959183672999999	0	0	1	319.4693878	340.9795918	21.51020408	330.2244898	17.82800003	14.35631365	17.81399549	13.51429075
popcorn	popcorn	popcorn	46	1.488888889	0	1	0	136.24444440000002	153.0	16.75555556	144.62222219999998	22.91303277	22.26697514	9.103334942	22.12905216
poppy	poppy	poppy	49	1.951219512	1	7	2	147.4634146	170.29268290000002	22.82926829	158.87804880000002	47.31653916	44.05011005	21.69089952	44.40731647
popsicle	popsicle	popsicle	39	2.897435897	0	0	0	192.5128205	208.8461538	16.33333333	200.6794872	18.67572558	18.15508985	8.317177321	17.94160381
porcupine	porcupine	porcupine	44	3.88372093	0	1	0	240.372093	257.9534884	17.58139535	249.1627907	16.57310394	14.57321988	9.715555907	14.82987691
porthole	porthole	porthole	46	4.0	0	13	1	238.3939394	258.6666667	20.27272727	248.530303	28.91684132	27.38802962	11.08284916	27.61225368
possum	possum	possum	41	3.95	0	1	0	236.85	257.225	20.375	247.0375	22.33147715	16.57846533	14.07432195	18.3643284
poster	poster	poster	47	4.268292683	6	0	1	251.6585366	281.0487805	29.3902439	266.3536585	34.01441588	42.5052651	21.45446113	36.96979238
pot	pot	pot	45	3.636363636000001	1	0	0	225.4772727	252.5909091	27.11363636	239.0340909	23.90532551	17.67315423	18.99108225	18.75465763
potato	potato	potato	46	2.913043478	0	0	0	187.3913043	213.6086957	26.2173913	200.5	19.33962916	16.22546457	21.35822823	14.30384564
potholder	potholder	potholder	46	3.3863636360000005	0	2	0	213.6136364	231.7727273	18.15909091	222.6931818	18.58633645	15.26946129	14.16011953	15.46534607
pothole	pothole	pothole	45	3.7	5	0	0	220.875	265.1	44.225	242.9875	34.43774576	29.95620735	28.54100739	28.94855904
potpie	potpie	potpie	48	3.531914894	0	1	0	218.9787234	235.212766	16.23404255	227.0957447	20.21567339	14.82350685	12.04378383	16.67158423
potpourri	potpourri	potpourri	44	2.34375	9	4	0	169.1875	192.28125	23.09375	180.734375	42.35444715	37.92457232	15.91177161	39.40545737
powder	powder	powder	42	0.857142857	14	0	0	101.5	123.3571429	21.85714286	112.4285714	37.69320599	46.62316567	29.63445728	39.72025192
power line	power_line	power line	45	5.942857143	8	3	1	318.54285710000005	352.2	33.65714286	335.37142860000006	82.98204726	86.08641349	28.04507177	83.37753814
praying mantis	praying_mantis	praying mantis	45	2.113636364	0	1	1	165.18181819999998	183.5227273	18.34090909	174.3522727	29.68459998	32.2443351	11.48496121	30.45423168
pretzel	pretzel	pretzel	47	2.590909091	0	3	1	177.8409091	201.8181818	23.97727273	189.8295455	32.89443523	29.09109408	19.12320961	29.54223291
printer	printer	printer	49	4.224489796	0	0	0	253.6734694	276.2040816	22.53061224	264.9387755	9.551151229	17.91528629	15.49879302	12.08461171
prism	prism	prism	44	2.5	15	3	0	171.9230769	208.8846154	36.96153846	190.4038462	33.1854463	28.11594128	27.44373265	27.5245415
projector	projector	projector	46	4.0	0	0	0	245.4782609	264.2608696	18.7826087	254.8695652	12.90777394	11.69127839	10.35141009	11.17409444
propeller	propeller	propeller	45	5.046511628	0	2	0	278.0232558	312.2093023	34.18604651	295.11627910000004	56.9140908	54.11432261	28.12324561	53.72204004
prune	prune	prune	47	2.288888889	0	2	1	163.5333333	177.3111111	13.77777778	170.4222222	27.64926433	27.04274581	10.33064481	26.8554539
puck	puck	puck	45	2.8604651160000003	0	2	7	191.3488372	204.58139530000005	13.23255814	197.9651163	14.72749893	14.38953416	10.61184695	13.55824971
pudding	pudding	pudding	46	2.642857143	18	0	0	175.96428569999998	206.0357143	30.07142857	191.0	18.24419165	15.36827454	22.97974724	12.34908904
puddle	puddle	puddle	40	3.655172414	10	1	0	214.3448276	263.0	48.65517241	238.6724138	43.2585878	42.1443099	26.8850408	40.53421744
puffin	puffin	puffin	48	3.864864865	1	10	2	234.32432430000003	252.5405405	18.21621622	243.4324324	21.74480021	20.40369601	12.34039243	20.16190101
pug	pug	pug	43	3.976190476	0	1	1	241.952381	259.5714286	17.61904762	250.7619048	22.81735794	13.87776403	17.35139325	16.77332308
pulley	pulley	pulley	47	3.547619048	2	3	1	217.5714286	247.9285714	30.35714286	232.75	40.91939898	39.11047072	29.0750261	37.29173877
pulpit	pulpit	pulpit	46	4.891891892	1	8	4	277.7027027	292.2972973	14.59459459	285.0	55.46764065	53.32909612	12.77032032	54.03291178
pump	pump	pump	45	4.1	2	3	0	246.475	275.35	28.875	260.9125	25.99900146	26.44738366	22.2827834	23.73974475
pumpkin	pumpkin	pumpkin	48	3.770833333	0	0	1	226.5625	260.0	33.4375	243.28125	18.13414113	16.73828584	25.91796079	11.68646528
punch	punch1	punch (beverage)	41	3.2962962960000004	14	0	0	209.037037	227.6296296	18.59259259	218.3333333	21.77415808	18.71886779	11.57005172	19.46248858
punch	punch2	punch (pliers)	42	3.097560976	0	2	1	201.63414630000003	221.4390244	19.80487805	211.53658540000004	25.37395919	20.98338483	15.81963892	21.89759982
punching bag	punching_bag	punching bag	48	4.770833333	0	0	1	272.8333333	294.3541667	21.52083333	283.59375	27.30235227	23.54126263	20.3898072	23.36383281
puppet	puppet	puppet	46	3.697674419	3	0	1	222.3488372	252.4883721	30.13953488	237.4186047	30.88834248	22.98070836	25.2959449	24.10664062
puppy	puppy	puppy	44	3.813953488	1	0	1	224.627907	252.7906977	28.1627907	238.7093023	24.40630603	12.64451347	19.67828176	16.762071900000002
purse	purse	purse	44	3.75	0	0	0	224.6363636	250.9772727	26.34090909	237.8068182	18.01303263	13.34077268	18.21696524	12.97144265
quad	quad	quad	44	5.708333333	4	16	0	310.25	327.875	17.625	319.0625	53.86153746	52.68719216	12.81240058	52.89105137
quesadilla	quesadilla	quesadilla	47	3.282608696	0	1	0	211.2826087	228.826087	17.54347826	220.0543478	25.32777399	20.13212397	12.48947383	22.00914665
quiche	quiche	quiche	44	3.314285714	1	8	0	207.2571429	229.4857143	22.22857143	218.3714286	33.66385988	33.03507176	13.74791046	32.63486562
quill	quill	quill	48	2.636363636	1	3	0	183.0909091	201.75	18.65909091	192.4204545	39.98244858	38.71669612	12.32494763	38.86918179
quilt	quilt	quilt	45	5.2	0	0	2	292.6	318.1111111	25.51111111	305.35555560000006	33.99090788	35.0072864	12.87460895	33.89700681
rabbit	rabbit	rabbit	44	3.681818182	0	0	0	222.0	244.2727273	22.27272727	233.1363636	15.4151843	11.27120975	14.14602193	11.5024586
raccoon	raccoon	raccoon	46	4.066666667	0	1	0	239.5555556	263.4888889	23.93333333	251.5222222	22.31342396	14.97364688	21.48403213	15.67349948
racehorse	racehorse	racehorse	43	6.046511627999999	0	0	1	333.4418605	350.7906977	17.34883721	342.11627910000004	22.64035832	21.62731754	10.81639787	21.46892472
rack	rack1	rack (stand)	44	4.682926829	1	2	0	271.75609760000003	303.65853660000005	31.90243902	287.7073171	25.91407001	23.95997679	20.25191951	22.8095308
rack	rack2	rack (shelf)	46	4.630434783	0	0	0	270.3478261	295.5	25.15217391	282.923913	23.08170742	26.16592356	17.13082652	23.1375038
racket	racket	racket	45	3.975609756	1	3	1	243.53658540000004	258.6097561	15.07317073	251.0731707	13.19488075	14.40985435	8.097500367	13.20916395
radar	radar	radar	45	4.590909091	18	5	1	257.5454545	293.0454545	35.5	275.2954545	64.17515264	67.22915841	35.29434057	63.30625845
radiator	radiator	radiator (heater)	45	4.822222222	0	0	0	271.9777778	294.2444444	22.26666667	283.1111111	15.84511523	12.57008634	12.95341303	12.75106452
radio	radio	radio	46	3.977777778	1	0	1	235.0222222	257.4222222	22.4	246.2222222	14.18784513	9.321258423	11.21768085	10.61279007
radish	radish	radish	44	2.279069767	0	1	1	166.9534884	189.3953488	22.44186047	178.1744186	28.88808742	29.32586989	16.11166736	27.97083594
raft	raft	raft	45	5.6	0	0	0	307.0666667	334.1111111	27.04444444	320.5888889	16.90266251	19.55786545	16.77383725	16.24083269
